,A,C,E,class
47,-1.5061597010267913,0.4305542086958556,0.43937811149502237,1
48,2.2083711723920856,2.5599728202712115,1.0456414372815963,1
49,0.9493060542176837,0.770718097271331,-0.1897143686752194,0
50,0.4137269928375662,-1.132392394010946,-0.8358605360206248,2
51,0.18792444657650265,-1.8752772933122626,1.4223930002617609,2
52,-0.48054420643504536,-2.4927878664719127,-0.768307542584509,2
53,3.3152802458720876,-0.4365507921255116,-0.1587268715702702,2
54,-1.3432927721985903,-1.651418730204732,-1.2252818432949768,2
55,-2.2022328308055497,0.5473835290658264,0.597432967305847,2
56,-0.579030945487568,0.12574136123649582,-1.4648749823029643,0
57,-2.9085122834218335,-0.294204513448701,0.4759709076537907,1
58,0.7931090390267448,1.4835840823356183,-1.6821244310458758,0
59,0.24595313064108182,2.1986667573189393,1.9432320291096028,1
60,2.967276551756403,-0.7662405778555428,1.2834406210838547,1
61,0.4430317131201478,-1.9491794936068674,-1.4783492205520843,2
62,1.219861423524223,1.1732508873406848,1.308348327433876,1
63,-0.18977543180866396,0.5628115332384259,-0.05137159690025006,0
64,-1.6830431517412838,0.7504380117888816,-0.3178396211887551,1
65,-0.8216712454453298,1.6153919780756756,-0.2263350853863091,0
66,-1.597507373656518,0.6161864659511709,-1.4960305511947851,0
67,-0.7250671001854047,-1.491323046999432,1.5493716128146182,2
68,1.2385167351279203,1.404580778358212,-1.3017911734974466,0
69,0.708544271939225,1.1910662142258817,-1.3441667250340936,0
70,1.8427143833644721,0.19322625169832208,0.16403061388949436,1
71,-0.6202957772014074,0.9189296174774283,1.6398288328180106,1
72,-0.7141156584671922,1.0886830669219871,-1.1205860991780678,0
73,-0.31113666986590416,-0.8054270406531701,-1.0649835272063333,2
74,-0.06172616654026197,0.9370932243202696,2.5242452520786545,1
75,0.6709213001976408,-0.03688290430898444,-0.36819317916421457,0
76,0.4476593690243983,1.6226804582369123,0.8853212966313144,1
77,-0.6557821342022494,-1.7110630392358197,0.01616799499608368,2
78,-1.0832054630955186,1.572533154926915,-2.1203086671053635,0
79,0.15083473613625586,-1.2928777243034597,1.1230693977356245,2
80,0.3704140505445084,2.113376182522905,1.0172206264187111,1
81,0.4869949125347247,1.0058294340445786,-1.0757158997113037,0
82,-0.7237832041260395,-1.4966971110357532,-0.2858218084518598,2
83,0.369988255215159,0.8503595724936559,-1.837485050891151,0
84,0.1173974138907008,1.9324587240062132,0.6528281919103449,1
85,0.8775318095686679,-1.2127765764875584,-1.7895909067563043,2
86,0.03792003453930981,1.8334836354817932,1.0116276368895636,1
87,-1.9560717624163972,-0.1969378264447098,0.8862554488243779,2
88,2.2473870997852536,-0.010492060956959204,-1.7596098355974408,0
89,-0.8553980357514028,1.03972704568801,1.7417061825233888,1
90,-0.23153459371280105,0.9431093585304967,-2.291062129529575,0
91,-1.1158414827993992,-2.2707811958966424,-0.6140329887738442,2
92,1.2817059386363863,1.1699767467289697,-1.2430496275767955,0
93,1.7302182211761163,-1.6788443518283238,-0.5093721716974122,2
94,1.4873624651819501,1.950511921366631,2.5966513056274407,1
95,1.4981296377800888,0.1543117775107974,0.6021928199409077,2
96,0.24924807779198266,1.4428786188236842,0.6886660679271766,1
97,-1.268813044553923,-0.021238391418659464,2.5036069918149764,2
98,-0.589865020066527,0.046597668636772616,-0.24414346735967352,0
99,-0.8310150794131073,-1.7817826307807179,0.26087426222683385,2
100,0.08214077661555264,-1.4177611488932567,1.7372523038051177,2
101,2.961304922032216,0.5833999630999573,2.9068809862511804,1
102,-2.042223907157044,0.708180959729777,-0.2419176331440318,1
103,-1.4221183115201694,0.6086687738683904,0.3085861212556349,1
104,-0.465238821090584,1.7144563941830404,0.326895174569627,1
105,0.07174265698364646,1.5798658751731212,-1.3702707373380068,0
106,3.411520008271032,-1.2643892747624141,2.2145937860534155,1
107,-0.28241030540691503,-0.5490741795750418,0.764284459875141,0
108,-0.9679760816532783,0.8599716187273305,-1.165769587936855,0
109,0.6720482015140624,0.950077249709685,-1.325805406627702,0
110,-0.496512059244679,-1.6837014806831891,1.1950828365968897,2
111,1.0566014627420002,-0.940059918548886,-0.21575020454894545,2
112,-1.8960675644945584,-0.7341193146225451,-0.0754299203513964,2
113,-1.6754008627005574,0.5516660995488283,1.2595649373866986,1
114,-2.336726509600971,0.5864942728634692,0.6591434530904957,2
115,2.090493110162302,-0.4704863247305545,-3.297284043270286,2
116,-1.231969911535984,-0.6363510476897956,0.055570522150282464,2
117,-0.7411520394731437,3.0441520623455474,0.4334115908468631,1
118,0.8793448557068544,1.8759956076842852,-0.1355168638178743,1
119,0.15651112842506743,0.8523497167781398,-1.0971874381436773,0
120,-1.6469790408088067,1.5557858732077658,0.3185207652876705,0
121,3.065457760894176,-0.5384795243927563,-2.014143335691036,2
122,-2.0779088993764523,4.6594717996760435,0.23179712074758296,1
123,0.8476501916320359,0.47986785536284815,-1.1975776031133545,0
124,-1.2585184523489383,0.2121691482103787,-0.9887131749021876,0
125,-0.35599301665418615,1.4719562018120445,-0.4114445112289009,1
126,0.11114594433296743,-2.5407081296165632,0.9254166418361136,2
127,-0.5378366339157632,1.8178842720141408,-0.36008890520921744,0
128,0.4667628944012625,-1.1294196750005094,-0.47594476491153215,2
129,0.7487863649554787,-2.386270249088786,2.083904527173325,2
130,-1.3004500194795074,-0.4022426059861399,0.5884571430100372,2
131,2.810462822117668,-1.193260838037078,-0.038087483387587606,2
132,-1.3530139155959295,2.8446459700379663,-0.04324184068457915,1
133,-0.5288493594705108,0.7601995336390491,-0.856555151047917,0
134,-1.359804789176138,-1.881439300720662,-1.4387090007328056,2
135,-0.5406131236019104,1.2616661564363099,1.752249069969391,1
136,-1.3217404010771912,1.0008792051258866,-0.6219832406740697,1
137,2.0793397835690115,-0.3825197794410087,-1.3141983321424333,0
138,-0.37775127767144645,2.046130737509217,1.325108422941184,1
139,-1.4364237562764066,0.8875048365827333,1.5814755868492025,1
140,-1.6428915014135086,2.1336806806784443,-0.4799935195545667,0
141,2.471869856033141,0.8313210034388535,-1.24261316533294,0
142,-0.7377031909862521,2.3429516378942448,-0.7970917625754685,1
143,-0.4213948594395247,-1.8369527206922862,0.11065201952445347,1
144,-1.4695005206281497,0.9176052970358377,-1.4478152230878283,0
145,-1.6394477390838944,1.5786595347505097,0.076453553054326,0
146,-0.26493529506452207,1.4044691978519137,-0.7402551599978842,1
147,-3.6546481209371953,4.0857431586584525,-0.9368110463016277,1
148,-0.4056596560485979,-1.312038222256687,-0.937527153078765,2
149,-1.6974769072459461,0.35230546609901114,3.272878688470632,1
150,1.9546564016603267,1.708557710945041,-0.4027308074817968,0
151,0.4194524421088749,-0.31791549122089946,-1.8261748339437602,2
152,0.48819544054495967,1.394302501131074,1.3971123382669677,1
153,1.6985389810374614,-1.7334028270579092,0.682688833538496,2
154,-0.4810528688016906,-1.314730167004111,0.9350627249729131,2
155,1.5549389336427013,0.1501167075716905,-0.9274995561726824,0
156,-1.1237170420207196,0.8378460456354162,1.2752074907662352,1
157,-2.0013747133333757,1.0377435648393283,-0.1577184058974579,1
158,-1.349880559633644,-1.555215349031352,-0.5350981958014684,2
159,-1.1136912001478052,0.6947038481401153,2.1146952723195573,1
160,3.4919183956308153,-0.3133417013031141,1.565951973849388,1
161,-1.3384896153135515,0.19172527655744664,2.120570720518345,1
162,-1.287345079193995,-0.3147972192230247,1.0467260859599214,2
163,-0.8750380990335578,2.308937229405917,-1.2072475497979693,0
164,-1.1044436556267376,0.21708250391878137,0.7311438260466099,0
165,0.4036651350111533,2.0122520527998136,0.23834186371908073,1
166,-0.7727792510971576,2.411909329177641,0.15408264510214553,1
167,0.6743120959088222,1.353475254741067,-0.6267370103951577,0
168,-0.38291968498788775,1.6210895050969947,-0.7302424565543715,0
169,2.344629511212163,-0.5588073350849085,1.7699115518768838,1
170,-1.2013896068623882,0.6741943285009362,-1.084813844419851,0
171,-1.2862497044269896,0.6802978934250639,0.998173921967254,1
172,-2.3605095091096686,-0.22762426559033755,-0.060405900277258784,2
173,3.032424993438615,-0.2742514416425913,0.24696804079339874,2
174,-1.232771212823259,0.6134483523666014,-1.936003334914723,0
175,0.12538380044143327,-0.6253848839616807,-2.1644681460428057,2
176,1.3598060720146585,1.1713750028248542,-0.6832976485144082,0
177,-0.9910688793632022,0.6680562945717753,1.1242860286343368,1
178,0.8628836922853447,-0.45869386136184676,-1.1875284601187772,2
179,-0.923002204591135,0.8605003927038422,3.185190619673789,1
180,0.9104816637697662,0.9489944757268189,-1.5678012604475315,0
181,-0.5827779904460395,-1.4573275239403385,0.8354863558700711,2
182,-1.535340667818167,-1.067658452853972,-0.39367221938956054,2
183,-0.7545437109983562,-1.0532020477368054,1.7587976831158785,2
184,-1.7272190087096304,-0.8391257646332263,-1.0962830238961048,2
185,-1.173652750020625,1.3306655000277599,-1.0640295985336705,0
186,-2.4144533184401133,0.29748772958814795,1.5329408136199887,1
187,1.0087348281252695,-1.1928527888080631,-3.379540212977434,2
188,-0.504481601669145,0.3575988306968467,-2.6598292136679467,0
189,0.8939588325760149,1.872228688723683,-1.5684792574120894,0
190,-1.4095504749857666,-1.2935250189829823,-0.8038355239547073,2
191,-0.4426035647488691,0.43704576029774356,-1.2874389263106705,0
192,2.2793614164222262,0.15261485491683047,1.2597769852977794,1
193,-1.1240879642627792,0.1511461057828808,-0.9907237363138099,0
194,0.6658286921606447,1.6611671921788362,-1.3029322174609912,0
195,0.5286779077029089,1.70387255274523,0.3627218554130035,1
196,-0.3129462212014882,1.894777423416324,-1.5319308874489783,1
197,-1.8642015981106264,-1.362101131979851,-1.544724665384889,2
198,0.4386431967626008,1.621754611520623,1.201344224824703,1
199,-2.2924446829126337,-2.1012592883408905,-2.21217643701529,2
200,-2.358954719091346,-0.1504598737356826,0.450881820907716,2
201,-0.37668114322940405,1.4597189850397465,0.2336773435524775,1
202,0.5740407966251118,-0.9480120005134445,-3.4585827125491835,0
203,0.1533875752655689,-1.2348547615780858,-0.33614639184876316,0
204,2.511727654547375,-0.4621629123635125,1.0762180733286886,1
205,2.761941083121682,-0.28550460663736466,0.5339472770929867,2
206,0.4336838770014202,1.787826798457922,-0.19549093840316245,0
207,1.6670750287184208,-1.0014924943531336,-1.6655756955697738,2
208,-0.6047128162293702,1.6556288252350928,-0.8488822309257125,0
209,-2.1917740412177134,0.4763897257506575,0.8150923067676715,2
210,-1.4984074063974806,0.5854049254271096,-0.8747406002287179,1
211,-0.734314141161043,0.60146076892055,-2.258849515818489,0
212,2.0074560788467286,0.9095844754509024,-0.48539562125639724,0
213,-0.27652507160208883,0.45316293068055546,-2.7294606431698822,0
214,-3.085365119579595,-0.6017200878210507,3.4439840066637784,1
215,2.4632963323518546,-0.14279460765235497,1.8880706313142097,1
216,-1.2925422615624051,0.3900898732407825,2.446021089952163,1
217,-0.1061138435780904,-1.092666804150357,-0.44839624844701653,2
218,0.07069959768294054,0.6405957979773337,-0.55117632353778,0
219,-3.461178588200468,0.41731506005161556,-0.33641891509331145,2
220,0.6542724558650296,1.4601680853686059,0.6780252051683748,1
221,0.32053707537228904,2.152443848728967,-1.2090166365615884,0
222,0.9868246591476926,1.2341419342884437,-1.3291436396902014,0
223,-1.5256665998145271,1.3763287601323462,-0.7271905439860324,1
224,-0.7993535579019493,-1.2952820235570142,1.0882002748434032,2
225,-0.10178849887500019,1.6196524989011638,-0.9903795141723979,0
226,1.7346318756918313,1.0870726870939413,-0.5628057515077061,0
227,-1.3889509128939612,0.7565193073624931,-0.8812716998483108,1
228,2.546426049957045,-1.1243163215692744,-0.5565993006261883,2
229,-1.0622752775081667,2.1003968868566503,0.9365744495010679,1
230,3.4271562408698504,-0.054424333931652136,1.8635792246829554,1
231,1.7360058092299608,0.900993166898865,-0.7118079197034406,0
232,-1.2064283921592696,1.1206705807813084,2.122501903577894,1
233,1.915751214472904,-0.837897504347378,2.6324622434907274,2
234,-1.2203732581097064,-1.2803330887930615,-1.6066313223559798,2
235,1.2333469151523466,-1.0570064783417106,-0.7631466135797225,2
236,-1.012645666565645,0.6105665847026738,-2.7407253687496618,0
237,1.3584943102995766,0.7710341687788502,-1.1881865740528952,0
238,-1.0836370351931852,1.3095146863350153,-0.5173071349117633,1
239,-0.8054804336939676,-1.7165544041882779,0.3105897329711723,2
240,-1.2965517821946413,-0.2429904006496686,1.2358859498357757,2
241,0.1581343483741845,0.32723910828987335,-1.2817987409605514,0
242,0.19007550538520546,2.1613315725229194,1.9205768123937923,1
243,1.6583075620186012,-0.9305228292442027,-1.9244458826080502,2
244,2.29557288320468,0.9266741483114909,-1.0066705467214268,0
245,0.42022474274640564,0.15241659296431265,0.7552887805349529,0
246,0.45712289981637544,-1.7374586792837654,-2.8597811906706045,2
247,2.425486357603115,-0.22065765983159302,-0.599839113168022,0
248,-0.10639584961782522,1.2318393507869059,-0.5443898561352951,1
249,1.7929409702474566,0.1533634676100799,1.37384826382948,1
250,1.4677566485407325,-0.7475554025762712,-0.5199078658656122,2
251,-2.172675730212686,0.4567491966496351,1.4260609304240353,1
252,0.6134976549653064,0.7103270115841109,-1.117371295659527,0
253,0.8249729066762712,1.119616502605004,-1.5976844552461533,0
254,-1.2297688055609388,-0.9557912250661145,0.3318357737865336,2
255,-0.9381855601509698,-1.530525445509614,-0.8385574464083714,2
256,-1.624079096630667,1.5142789264037968,-0.04119331871012799,0
257,2.571581055181841,0.36069231006046065,2.4126068934244493,1
258,0.8730092567449665,-2.6526975416809484,1.8969277281401993,2
259,-1.2319832259666497,1.0754081539836438,-0.3540710235665988,0
260,-1.5900912404349752,0.7173534414327727,-1.4092460906098492,0
261,1.5625071324946362,0.994876839472921,1.8754938662407419,1
262,-0.3527201531169224,2.3733236860884404,1.6424524597275383,1
263,-0.2329192979921575,-1.578438480181745,-1.0211116272063925,2
264,1.8704118710075095,0.2382107868862433,-0.7099989770490822,2
265,-0.032913100501466896,1.4490147687025066,-1.909990150727755,0
266,1.6456582114551273,-0.9294356754397208,-2.065062976749833,2
267,2.085537165945518,2.1490728668340995,1.5347796871654589,1
268,1.4527885183960527,1.659999517775669,2.2952589202190916,1
269,-0.951518934402062,0.7208726803113467,2.5773789171139616,1
270,1.2177876699930097,-0.39961009625589794,-1.0138862228505505,2
271,2.9708648959243176,-0.6100238636237871,2.528222481935857,1
272,-1.1133969074866037,1.5535332777055193,0.9396990889152286,0
273,-0.7484588944263777,-1.2728483441864256,1.6102587259660135,2
274,-0.4462436391955982,0.7714959736989749,-1.4210949416024454,0
275,0.7397441132463269,-1.5736192100290916,-1.2213081415324805,2
276,-2.1267204173556777,-0.3257785691232785,0.4851024173436448,2
277,1.2302886384364604,-1.1982698069449889,-2.2346497801755643,2
278,-0.6031150318425014,0.6738997467096577,-2.4447995599950296,0
279,0.26997283202210487,1.8508460282261143,-1.2343182287792402,0
280,-0.9415790456691846,0.38689204958578594,-2.490903335218073,0
281,-1.7671685541572786,-0.5719074245258151,0.1322991754406233,2
282,-1.2106803944167916,-1.4679430360316368,-0.7206759988683586,2
283,2.183583256316801,-1.3564551247013825,-1.6577879991895503,2
284,-0.1933228769460269,0.7189996148947982,-1.0753899919846002,0
285,3.432791585904003,0.04444211447407609,-1.036271973875674,2
286,0.8345553098282924,-1.543439567560473,-1.933221214699159,2
287,-0.6324198307969533,0.47820552358299917,-1.6736711650915344,0
288,3.043188943347912,0.003022194581659088,0.4716837076958562,2
289,1.6600062965568092,0.08575682070253865,-1.639299243754404,0
290,0.015207133048041888,-1.7431056091855412,1.1758142924555308,2
291,0.33717894150136807,0.9552817503837612,-1.4577525413874777,0
292,0.4267936880341765,-1.9952018045080044,-2.3476806700675317,2
293,2.113811129592557,-0.9133191801696011,-1.7946061579449841,2
294,2.166315635756469,-0.8183583874941438,-1.5055439683596663,2
295,-1.8095584153473132,-0.15715709096355124,1.1171187643756118,2
296,2.4796068244535805,-0.13288230667689938,2.630518222163935,1
297,1.4873020999591173,0.6688733645506733,0.671066815917741,1
298,2.154212915039863,-0.6103330310992022,-0.6838448826163065,2
299,-1.465913908686689,1.1657116044363967,-0.9078743677340686,1
300,-2.5168139630743744,-0.007337496364928087,-0.6965577092556383,2
301,-1.7203797995520032,2.0222360945878397,-2.47929067011514,0
302,3.3791335480216036,-0.5872691768164073,1.8497114277864681,1
303,-0.4496123407702224,-1.591448353268662,-1.974038471721681,2
304,2.055928737528995,0.987460648238002,-0.36895608271699276,0
305,0.24823746232034472,1.5809632403800957,0.8174593681194535,1
306,-0.783891905851134,0.7506080378893317,-1.3044353032439286,0
307,-0.8172330914521165,1.6753835039162324,-1.0546564707573436,0
308,0.48736807469465715,2.0420102875044766,-0.5397569295340954,0
309,1.4144418904964748,2.18809989324037,-0.39131659700375376,0
310,3.1024550123725345,-1.138378847818955,0.8534805890280239,1
311,0.5262735505738585,-1.1522604935262601,-0.6732798831439802,2
312,0.3477791375220274,0.49283614174194734,-1.3559858382460002,0
313,-1.2688618028075658,1.683972821305391,-0.22595542712356476,0
314,-0.7534803357636517,0.5752949889713752,0.8189176345086948,0
315,2.4397638082228137,-0.11468941547889644,2.5563414822601116,1
316,-0.4187136258809814,-1.4020270734172224,2.2752933543051546,2
317,1.1096084341010632,1.7796875958255898,2.312230358628476,1
318,-1.8906804235765176,0.7968762321227059,-0.3731351768049853,1
319,-1.6277452599753808,0.0799857223339574,0.12223971789747101,0
320,-0.17678758053938437,1.6026438122235107,0.1699728731022363,1
321,-0.04706073973998559,0.8708339711789859,-2.4414943127367903,0
322,-1.5443954006412968,2.772850753457277,0.6586423465026119,0
323,0.9418174628275309,1.7344692667129227,-0.5580138416817884,0
324,0.6213982562502471,0.5654320999710277,-1.0157085308306706,0
325,-0.7757753972363479,1.2314492860400015,-1.1719820935849228,0
326,-0.42937594974926263,1.5784292895769387,0.12755672109085503,1
327,0.18564274084979926,1.55769362405334,0.6867011819145655,1
328,2.0729980418410205,-0.5632575839797282,-0.5243202724667209,2
329,-0.14762956516878334,0.8586653739742351,1.1798582176329768,0
330,-1.6115488191573588,0.7905190549555275,0.9942081250970606,1
331,-0.15032506113544664,-2.4578759051945154,0.36783880145539105,2
332,-0.892555340849615,-1.2450721404360028,-0.23578200072502042,2
333,-0.24230938633183197,2.1355865242241743,-1.0205362058082859,0
334,0.6420264060340584,0.8456607466683882,0.9242009436346452,1
335,2.0213320670519717,0.033903538866849936,1.1106720435792035,1
336,-0.23751725267537038,1.3101984805871552,-1.0630695828914054,1
337,0.4360998787334964,-2.107268627254948,1.0562320581763955,2
338,1.5765098607453336,0.4319233991249065,2.0730024187426124,1
339,-1.6589019571844292,0.2757768014499091,1.83916763229196,1
340,0.1327648446597266,-1.3327337601736184,-1.5442268799428494,2
341,-0.6386884740326133,2.8211920008845355,0.36903282994165476,1
342,-1.561423710563367,-0.5368432016458268,1.1191927526408052,2
343,-2.2511503678791027,0.1877758863350908,1.3214322741844393,1
344,-0.7348999992552538,2.634752794015613,-1.0973427169559953,0
345,0.8100799587775219,-0.8967530674769468,-0.9321163336504668,2
346,1.984761223029184,-0.8071168363274872,1.7180851425485106,1
347,2.4537732836278447,-0.47084950907243095,-1.3979781849436517,2
348,0.7010837208497931,0.789248497102564,-1.5478564760763884,0
349,-1.6842740523567539,-1.1977795050094502,-0.8060085981365208,2
350,-1.2908837487175935,1.0177927478866025,-2.313072516497123,0
351,0.09516460284123629,0.15110805491457124,-0.87664823716449,0
352,2.214868796750112,-0.8742392795740166,-2.3499036530949384,0
353,-0.9404269786299987,-0.403489873193571,1.9998388486408925,2
354,2.667233465119816,-0.5157285199869251,-1.824060550732052,2
355,-0.3231630264304557,-1.0792578256091785,-2.4158695139284245,0
356,-1.7777785014624405,1.4193150615425343,-0.9085336108326453,0
357,0.47140901738209673,1.175910740303405,1.3989534726273805,1
358,-2.970901945186962,-0.3823610116172935,-0.7928227784646489,1
359,0.6906391637544105,0.9668123840096249,-0.6035401040112524,0
360,-1.4231006250493277,-1.5493863563997237,-0.731786608945376,2
361,-1.4647072837969826,-1.983547681180816,0.44934395641657554,2
362,-0.4511675065999299,1.3993052873251477,-0.47194263880213594,1
363,-0.6256936544222469,0.3875621932123381,3.2507283277291643,2
364,1.8605584075175265,0.296319763872966,1.1041447024599582,1
365,-2.159479241362299,0.19484716531790625,1.6604958620199737,1
366,-0.563940759420025,-0.37229613100133196,2.778658101096801,2
367,0.7637192265697588,1.1756466274059996,1.519258685201681,1
368,-0.18329635087999918,-1.992009403367205,0.1986014249033462,2
369,-1.2711413266486462,1.1012898510144375,1.5449530843784642,1
370,-2.2690473007212466,1.0160858464358733,2.045355634200404,2
371,0.9581805553976696,1.097291367853172,1.0759953079983238,1
372,-1.3412480315017647,-1.4307151463536831,0.7169845180613634,2
373,0.2986039905846374,2.121334402937375,-0.5135380239094909,1
374,1.1247677060871686,-0.5708468124468199,-1.2777024702022617,2
375,-2.5317387178010247,2.4486304336377467,-1.950295386226012,0
376,1.5982849110979593,1.0730099278842888,1.3023729691388306,1
377,-1.5910411734248286,-0.5968388674239153,-0.37283860070873653,2
378,0.28758273957163016,1.3844376884690819,2.470539017019699,1
379,-0.20337709792390934,-1.5899339854086891,-1.7623828090539726,2
380,-1.28642639705265,0.01584782130970419,2.0752180732492387,2
381,-0.7765731684838793,1.28171844331045,-0.31268506560937226,0
382,-0.058477584978324115,1.3126261731511446,-1.2287584536339362,0
383,-1.9010560978498352,0.04037559065966212,0.8259343285240082,2
384,0.842290992640421,1.0780816839598417,-1.6261685557018715,0
385,-2.091303742007784,1.454812308530078,-0.7426352724628371,0
386,-2.017589291428968,2.923746258527476,1.7638357024316633,0
387,0.20809240894858805,2.044173702467882,0.001808036115495515,1
388,-0.9232836328189371,-1.1657723859199338,-1.2919413680737537,2
389,1.2769919963712708,0.5992188913150005,0.774236007705661,1
390,0.9940299404373586,1.5750744271725292,1.730179261744715,1
391,-0.5248100578665846,-1.4641827220132766,1.46659035442607,2
392,-1.5618909507674168,1.0533989086134925,-0.1591670461864434,1
393,-0.5414621890130855,-2.0722058113004547,0.7363052686780177,2
394,-2.0058099294084886,2.386738169854556,0.9004767670834444,0
395,2.5756765096760743,0.03889386357227442,-0.24850082036996934,2
396,-1.4091729026396145,0.8066764501226129,0.5512517201488174,1
397,0.3794482563307091,1.3551664346933032,1.3397727845013656,1
398,2.239249130471577,0.5906180890527577,-0.6325465152088829,0
399,-2.560413918334117,0.053366525769576345,3.0156859127690456,1
400,-2.672994239242871,0.5026064117512701,-0.016381915203186104,2
401,-2.024658703553064,0.7908663571193992,-0.7583401221527208,1
402,-1.2562450982893825,1.4670618372825945,-2.7976204370909743,0
403,1.5411914878363144,0.013928915101993566,-0.6380233787926083,0
404,-4.7396183002183925,-1.2409586342803824,1.0949204154291365,1
405,-0.8443037649990519,1.0806500862682835,3.341730621799913,1
406,-0.7600670541377048,-0.5984863677247247,2.2931189326695245,2
407,-1.4932042018633853,0.5726776536376372,0.24464225234329073,1
408,-1.5057398047863153,0.775414525634334,0.6406618270838522,1
409,-0.0661035558103219,-1.5340986297278096,2.0236694694986834,2
410,-0.04456078587168222,1.7274127031992088,-0.3794572392683633,1
411,-2.323814365794503,3.47137651437297,0.3431140681905449,1
412,2.3523898554842355,0.05906287519806186,2.4529335555623004,1
413,0.23492067048643017,1.7679119930881217,1.9834862976672267,1
414,0.5746840532253241,1.1168803386733157,-1.7627419598743568,0
415,0.7035098672299172,2.3891310287005925,-0.7210386965545063,0
416,-0.20772505172072697,2.3754454498621316,-1.5148332576946764,2
417,1.7425182763454186,0.5226120603765128,2.2717703499616304,1
418,-1.794014733088432,1.9771892368096742,-0.4837225294205866,0
419,-2.0644037791724985,3.724582555840673,-0.41118624607829224,1
420,-1.585046474311111,-0.056575351710538735,3.7339341820370238,1
421,-1.6138106828364556,0.6517568192425122,1.115758061981532,1
422,-1.0584011037266656,0.4767098200881189,2.9270119555281355,1
423,-1.9372484425032461,0.5606340560733499,-0.5404214677619399,1
424,-1.7145215483290477,0.9592022381208916,-0.06351593669730948,1
425,0.9723683676240376,-1.7221134073275777,-1.411518194890803,2
426,0.29600175224923775,-0.7462442383907448,-2.911199032361888,2
427,-1.760097715005546,2.3417153128531614,-0.9285381375269207,0
428,0.5807449898885224,1.000532438136637,-1.5412893986379603,0
429,0.9840375193006318,0.023086621887536296,0.387929676258,0
430,0.908619556553013,0.8961893673064691,-1.3542635287553395,0
431,-0.5898044311283737,-0.8157803591832673,-2.3507988339367563,0
432,-2.7277935954067796,-0.34886989403570734,0.8601755714738022,1
433,-1.9329285463779642,-0.020227581877982015,1.8042913937105605,2
434,-0.17262623514938547,1.5189439438811005,-0.29752483816620146,1
435,0.3732540867188352,-0.7974727929782475,-1.5019045970622265,2
436,-1.0337955221500799,1.0003393989798925,-2.232540131205255,0
437,0.9746409926090683,-1.3788232011681694,-0.6339272105699828,2
